,nid,first.name,last.name,eval.year,court,pap,gender,asian,black,hispanic,white,judjis_score,ci_l,ci_u
1,4263096,A.,Quattlebaum,2021,U.S. Court of Appeals for the Fourth Circuit,1,1,0,0,0,1,0.57142857,0.26453334,0.8783238
2,4263096,A.,Quattlebaum,2024,U.S. Court of Appeals for the Fourth Circuit,1,1,0,0,0,1,0.26190476,0.04001988,0.48378965
3,1385106,Abner,Mikva,1990,U.S. Court of Appeals for the District of Columbia Circuit,0,1,0,0,0,1,-0.5,-1.2433919,0.24339194
4,1385106,Abner,Mikva,1994,U.S. Court of Appeals for the District of Columbia Circuit,0,1,0,0,0,1,-0.625,-0.8113308,-0.4386692
5,1390991,Adalberto,Jordan,2015,U.S. Court of Appeals for the Eleventh Circuit,0,1,0,0,1,0,-0.0833333,-0.5768751,0.41020845
6,1390991,Adalberto,Jordan,2017,U.S. Court of Appeals for the Eleventh Circuit,0,1,0,0,1,0,-0.2222222,-0.5543111,0.10986664
7,1390991,Adalberto,Jordan,2020,U.S. Court of Appeals for the Eleventh Circuit,0,1,0,0,1,0,-0.1111111,-0.3177276,0.09550534
8,1390991,Adalberto,Jordan,2024,U.S. Court of Appeals for the Eleventh Circuit,0,1,0,0,1,0,0,0,0
9,1384036,Alan,Lourie,1995,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0,0,0
10,1384036,Alan,Lourie,1999,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0.08333333,-0.1127803,0.27944695
11,1384036,Alan,Lourie,2003,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0.26666667,-0.0814625,0.61479579
12,1384036,Alan,Lourie,2006,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0.40740741,-0.477819,1.29263378
13,1384036,Alan,Lourie,2011,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0.14285714,-0.13474,0.42045433
14,1384036,Alan,Lourie,2014,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0,-0.4494328,0.44943276
15,1384036,Alan,Lourie,2017,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0.13333333,-0.1509129,0.41757957
16,1384036,Alan,Lourie,2019,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0,0,0
17,1384036,Alan,Lourie,2022,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0,0,0
18,1385816,Alan,Norris,1991,U.S. Court of Appeals for the Sixth Circuit,1,1,0,0,0,1,0.66666667,NA,NA
19,1385816,Alan,Norris,1994,U.S. Court of Appeals for the Sixth Circuit,1,1,0,0,0,1,0.1984127,-0.0439641,0.44078949
20,1385816,Alan,Norris,1995,U.S. Court of Appeals for the Sixth Circuit,1,1,0,0,0,1,0.1984127,-0.0439641,0.44078949
21,1385816,Alan,Norris,1999,U.S. Court of Appeals for the Sixth Circuit,1,1,0,0,0,1,0.4,-0.1684925,0.96849248
22,1385816,Alan,Norris,2002,U.S. Court of Appeals for the Sixth Circuit,1,1,0,0,0,1,0.58333333,0.34193212,0.82473455
23,1385816,Alan,Norris,2006,U.S. Court of Appeals for the Sixth Circuit,1,1,0,0,0,1,0.66666667,0.54731943,0.7860139
24,1385816,Alan,Norris,2010,U.S. Court of Appeals for the Sixth Circuit,1,1,0,0,0,1,0.08333333,-0.1127803,0.27944695
25,1385816,Alan,Norris,2023,U.S. Court of Appeals for the Sixth Circuit,1,1,0,0,0,1,0.08333333,-0.4428126,0.60947929
26,1393541,Albert,Diaz,2016,U.S. Court of Appeals for the Fourth Circuit,0,1,0,0,1,0,-0.1071429,-0.2897821,0.07549634
27,1393541,Albert,Diaz,2021,U.S. Court of Appeals for the Fourth Circuit,0,1,0,0,1,0,-0.2424242,-0.426232,-0.0586165
28,1393541,Albert,Diaz,2024,U.S. Court of Appeals for the Fourth Circuit,0,1,0,0,1,0,0.03333333,-0.0377282,0.10439489
29,1380491,Albert,Engel,1990,U.S. Court of Appeals for the Sixth Circuit,1,1,0,0,0,1,0.33333333,-1.7712505,2.43791717
30,1380491,Albert,Engel,1993,U.S. Court of Appeals for the Sixth Circuit,1,1,0,0,0,1,0.29166667,-0.1126319,0.69596525
31,1380491,Albert,Engel,1995,U.S. Court of Appeals for the Sixth Circuit,1,1,0,0,0,1,0.30555556,-0.0213005,0.63241159
32,1380491,Albert,Engel,1999,U.S. Court of Appeals for the Sixth Circuit,1,1,0,0,0,1,0.08333333,-0.0200244,0.18669107
33,1382041,Albert,Henderson,1990,U.S. Court of Appeals for the Eleventh Circuit,0,1,0,0,0,1,0.72222222,-1.0315976,2.47604209
34,1382041,Albert,Henderson,1993,U.S. Court of Appeals for the Eleventh Circuit,0,1,0,0,0,1,0,0,0
35,1382041,Albert,Henderson,1998,U.S. Court of Appeals for the Eleventh Circuit,0,1,0,0,0,1,0.44444444,0.19245976,0.69642912
36,1383496,Alex,Kozinski,1990,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.19444444,-0.2512401,0.64012902
37,1383496,Alex,Kozinski,1994,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.32222222,0.12263044,0.521814
38,1383496,Alex,Kozinski,1998,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.66666667,0.34641447,0.98691887
39,1383496,Alex,Kozinski,2001,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.57407407,0.36445582,0.78369233
40,1383496,Alex,Kozinski,2005,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.47619048,0.23727286,0.71510809
41,1383496,Alex,Kozinski,2009,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.21428571,-0.1509927,0.5795641
42,1383496,Alex,Kozinski,2014,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.29166667,0.07039097,0.51294236
43,1383496,Alex,Kozinski,2018,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.23809524,0.00522715,0.47096332
44,1381356,Alfred,Goodwin,1994,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.27777778,0.07135747,0.48419809
45,1381356,Alfred,Goodwin,1998,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,-0.047619,-0.1401514,0.04491335
46,1381356,Alfred,Goodwin,2001,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.03703704,-0.0318351,0.10590919
47,1381356,Alfred,Goodwin,2005,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,-0.0833333,-0.2412149,0.07454822
48,1381356,Alfred,Goodwin,2009,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,-0.0873016,-0.1811104,0.00650718
49,1381356,Alfred,Goodwin,2014,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.04166667,-0.0563901,0.13972348
50,1381356,Alfred,Goodwin,2018,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.04166667,-0.0563901,0.13972348
51,1377546,Alice,Batchelder,1995,U.S. Court of Appeals for the Sixth Circuit,1,0,0,0,0,1,0.73333333,0.46744532,0.99922134
52,1377546,Alice,Batchelder,1999,U.S. Court of Appeals for the Sixth Circuit,1,0,0,0,0,1,0.54166667,0.33711581,0.74621752
53,1377546,Alice,Batchelder,2002,U.S. Court of Appeals for the Sixth Circuit,1,0,0,0,0,1,0.61111111,0.4046908,0.81753142
54,1377546,Alice,Batchelder,2006,U.S. Court of Appeals for the Sixth Circuit,1,0,0,0,0,1,0.33333333,0.12661786,0.54004881
55,1377546,Alice,Batchelder,2010,U.S. Court of Appeals for the Sixth Circuit,1,0,0,0,0,1,0.4375,0.19191207,0.68308793
56,1377546,Alice,Batchelder,2013,U.S. Court of Appeals for the Sixth Circuit,1,0,0,0,0,1,0.55,0.2727792,0.8272208
57,1377546,Alice,Batchelder,2017,U.S. Court of Appeals for the Sixth Circuit,1,0,0,0,0,1,0.5625,0.38410183,0.74089817
58,1377546,Alice,Batchelder,2020,U.S. Court of Appeals for the Sixth Circuit,1,0,0,0,0,1,0.19166667,-0.0819875,0.46532079
59,1377546,Alice,Batchelder,2023,U.S. Court of Appeals for the Sixth Circuit,1,0,0,0,0,1,0.375,0.15372431,0.59627569
60,3989726,Allison,Eid,2021,U.S. Court of Appeals for the Tenth Circuit,1,0,0,0,0,1,0.35714286,0.02244495,0.69184077
61,3989726,Allison,Eid,2024,U.S. Court of Appeals for the Tenth Circuit,1,0,0,0,0,1,0.41666667,-0.0768751,0.91020845
62,6098356,Allison,Rushing,2021,U.S. Court of Appeals for the Fourth Circuit,1,0,0,0,0,1,0.3,0.08735266,0.51264734
63,6098356,Allison,Rushing,2024,U.S. Court of Appeals for the Fourth Circuit,1,0,0,0,0,1,0.47619048,0.23727286,0.71510809
64,1391911,Allyson,Duncan,2009,U.S. Court of Appeals for the Fourth Circuit,1,0,0,1,0,0,0.63888889,0.35902106,0.91875672
65,1391911,Allyson,Duncan,2013,U.S. Court of Appeals for the Fourth Circuit,1,0,0,1,0,0,0.16666667,-0.1866973,0.52003058
66,1391911,Allyson,Duncan,2016,U.S. Court of Appeals for the Fourth Circuit,1,0,0,1,0,0,0.05555556,-0.0751869,0.18629797
67,1382131,Aloyisus,Higginbotham,1990,U.S. Court of Appeals for the Third Circuit,0,1,0,1,0,0,-0.4166667,-1.9951045,1.16177121
68,1382131,Aloyisus,Higginbotham,1993,U.S. Court of Appeals for the Third Circuit,0,1,0,1,0,0,0.05555556,-0.4475842,0.55869534
69,1387221,Alvin,Rubin,1990,U.S. Court of Appeals for the Fifth Circuit,0,1,0,0,0,1,0,NA,NA
70,1387431,Alvin,Schall,1999,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0.16666667,-0.8856253,1.21895859
71,1387431,Alvin,Schall,2003,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0,0,0
72,1387431,Alvin,Schall,2006,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0.19047619,-0.0484414,0.42939381
73,1387431,Alvin,Schall,2011,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0,0,0
74,1387431,Alvin,Schall,2014,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0.04761905,-0.0449133,0.14015144
75,1387431,Alvin,Schall,2017,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0,0,0
76,1387431,Alvin,Schall,2019,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0,0,0
77,1387431,Alvin,Schall,2022,U.S. Court of Appeals for the Federal Circuit,1,1,0,0,0,1,0,0,0
78,1383111,Amalya,Kearse,1990,U.S. Court of Appeals for the Second Circuit,0,0,0,1,0,0,-0.2222222,-0.5466651,0.10222062
79,1383111,Amalya,Kearse,1992,U.S. Court of Appeals for the Second Circuit,0,0,0,1,0,0,0.66666667,NA,NA
80,1383111,Amalya,Kearse,1996,U.S. Court of Appeals for the Second Circuit,0,0,0,1,0,0,-0.6666667,-0.6666667,-0.6666667
81,1383111,Amalya,Kearse,2000,U.S. Court of Appeals for the Second Circuit,0,0,0,1,0,0,-0.008547,-0.0655445,0.04845051
82,1383111,Amalya,Kearse,2004,U.S. Court of Appeals for the Second Circuit,0,0,0,1,0,0,-0.2424242,-0.3856461,-0.0992024
83,1383111,Amalya,Kearse,2007,U.S. Court of Appeals for the Second Circuit,0,0,0,1,0,0,0.19444444,-0.0400694,0.4289583
84,1383111,Amalya,Kearse,2012,U.S. Court of Appeals for the Second Circuit,0,0,0,1,0,0,0.0952381,-0.0898267,0.28030288
85,1383111,Amalya,Kearse,2015,U.S. Court of Appeals for the Second Circuit,0,0,0,1,0,0,0.08333333,-0.2028513,0.36951795
86,1383111,Amalya,Kearse,2019,U.S. Court of Appeals for the Second Circuit,0,0,0,1,0,0,-0.1666667,-0.5025081,0.16917473
87,1383111,Amalya,Kearse,2021,U.S. Court of Appeals for the Second Circuit,0,0,0,1,0,0,0,0,0
88,1392666,Amul,Thapar,2020,U.S. Court of Appeals for the Sixth Circuit,1,1,1,0,0,0,0.43209877,0.13698252,0.72721501
89,1392666,Amul,Thapar,2023,U.S. Court of Appeals for the Sixth Circuit,1,1,1,0,0,0,0.1,-0.0304183,0.23041833
90,3979311,Amy,Barrett,2019,U.S. Court of Appeals for the Seventh Circuit,1,0,0,0,0,1,0.5,-2.6568758,3.65687576
91,1391621,Amy,St. Eve,2019,U.S. Court of Appeals for the Seventh Circuit,1,0,0,0,0,1,0,0,0
92,1379806,Andre,Davis,2013,U.S. Court of Appeals for the Fourth Circuit,0,1,0,1,0,0,-0.0833333,-0.5768751,0.41020845
93,1379806,Andre,Davis,2016,U.S. Court of Appeals for the Fourth Circuit,0,1,0,1,0,0,-0.25,-0.4914012,-0.0085988
94,6383991,Andrew,Brasher,2024,U.S. Court of Appeals for the Eleventh Circuit,1,1,0,0,0,1,0.5,0.1641586,0.8358414
95,1394006,Andrew,Hurwitz,2018,U.S. Court of Appeals for the Ninth Circuit,0,1,0,0,0,1,0,-0.3468555,0.3468555
96,1383376,Andrew,Kleinfeld,1994,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.25,-0.0031816,0.50318159
97,1383376,Andrew,Kleinfeld,1998,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.4047619,0.23372292,0.57580089
98,1383376,Andrew,Kleinfeld,2001,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.34027778,0.13895608,0.54159948
99,1383376,Andrew,Kleinfeld,2005,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.71428571,0.62175332,0.80681811
100,1383376,Andrew,Kleinfeld,2009,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.27380952,-0.0233405,0.57095956
101,1383376,Andrew,Kleinfeld,2014,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.375,0.18866919,0.56133081
102,1383376,Andrew,Kleinfeld,2018,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.48148148,0.23849918,0.72446378
103,1383376,Andrew,Kleinfeld,2020,U.S. Court of Appeals for the Ninth Circuit,1,1,0,0,0,1,0.48148148,0.27848381,0.68447915
104,4947641,Andrew,Oldham,2020,U.S. Court of Appeals for the Fifth Circuit,1,1,0,0,0,1,0.0952381,-0.0898267,0.28030288
105,4947641,Andrew,Oldham,2023,U.S. Court of Appeals for the Fifth Circuit,1,1,0,0,0,1,0.42592593,0.13781305,0.7140388
106,1389816,Ann,Williams,2004,U.S. Court of Appeals for the Seventh Circuit,0,0,0,1,0,0,0.02777778,-0.2417546,0.29731017
107,1389816,Ann,Williams,2007,U.S. Court of Appeals for the Seventh Circuit,0,0,0,1,0,0,-0.0416667,-0.2930761,0.20974275
108,1389816,Ann,Williams,2012,U.S. Court of Appeals for the Seventh Circuit,0,0,0,1,0,0,-0.047619,-0.1401514,0.04491335
109,1389816,Ann,Williams,2014,U.S. Court of Appeals for the Seventh Circuit,0,0,0,1,0,0,-0.0555556,-0.32516,0.21404884
110,1389816,Ann,Williams,2017,U.S. Court of Appeals for the Seventh Circuit,0,0,0,1,0,0,-0.0416667,-0.2930761,0.20974275
111,1378991,Anthony,Celebrezze,1990,U.S. Court of Appeals for the Sixth Circuit,0,1,0,0,0,1,-0.6666667,-0.6666667,-0.6666667
112,1387521,Anthony,Scirica,1990,U.S. Court of Appeals for the Third Circuit,1,1,0,0,0,1,0,NA,NA
113,1387521,Anthony,Scirica,1993,U.S. Court of Appeals for the Third Circuit,1,1,0,0,0,1,0.01851852,-0.2420377,0.2790747
114,1387521,Anthony,Scirica,1997,U.S. Court of Appeals for the Third Circuit,1,1,0,0,0,1,0,0,0
115,1387521,Anthony,Scirica,2000,U.S. Court of Appeals for the Third Circuit,1,1,0,0,0,1,0.14583333,-0.0169072,0.30857391
116,1387521,Anthony,Scirica,2004,U.S. Court of Appeals for the Third Circuit,1,1,0,0,0,1,0.04444444,-0.0452206,0.13410945
117,1387521,Anthony,Scirica,2006,U.S. Court of Appeals for the Third Circuit,1,1,0,0,0,1,0.13333333,-0.0017722,0.26843884
118,1387521,Anthony,Scirica,2010,U.S. Court of Appeals for the Third Circuit,1,1,0,0,0,1,0.09876543,-0.0408789,0.23840974
119,1387521,Anthony,Scirica,2013,U.S. Court of Appeals for the Third Circuit,1,1,0,0,0,1,0.33333333,0.03294766,0.63371901
120,1387521,Anthony,Scirica,2016,U.S. Court of Appeals for the Third Circuit,1,1,0,0,0,1,0,0,0
121,1387521,Anthony,Scirica,2021,U.S. Court of Appeals for the Third Circuit,1,1,0,0,0,1,0.04166667,-0.0372741,0.12060744
122,1390351,Arnold,Cowen,1990,U.S. Court of Appeals for the Federal Circuit,0,1,0,0,0,1,0.33333333,-1.7712505,2.43791717
123,1390351,Arnold,Cowen,1992,U.S. Court of Appeals for the Federal Circuit,0,1,0,0,0,1,0.66666667,0.66666667,0.66666667
124,1377066,Arthur,Alarcón,1990,U.S. Court of Appeals for the Ninth Circuit,0,1,0,0,1,0,0.24444444,-0.1255612,0.61445013
125,1377066,Arthur,Alarcón,1994,U.S. Court of Appeals for the Ninth Circuit,0,1,0,0,1,0,0.54761905,0.33899321,0.75624489
126,1377066,Arthur,Alarcón,1998,U.S. Court of Appeals for the Ninth Circuit,0,1,0,0,1,0,0.25347222,0.00915884,0.49778561
127,1377066,Arthur,Alarcón,2001,U.S. Court of Appeals for the Ninth Circuit,0,1,0,0,1,0,0.11111111,-0.1127832,0.33500537
128,1377066,Arthur,Alarcón,2005,U.S. Court of Appeals for the Ninth Circuit,0,1,0,0,1,0,0.33333333,-0.1160994,0.7827661
129,1377066,Arthur,Alarcón,2009,U.S. Court of Appeals for the Ninth Circuit,0,1,0,0,1,0,0.36111111,0.17098614,0.55123608
130,1377066,Arthur,Alarcón,2014,U.S. Court of Appeals for the Ninth Circuit,0,1,0,0,1,0,0.13,-0.0565528,0.31655282
131,1390476,Arthur,Gajarsa,1999,U.S. Court of Appeals for the Federal Circuit,0,1,0,0,0,1,0,NA,NA
132,1390476,Arthur,Gajarsa,2003,U.S. Court of Appeals for the Federal Circuit,0,1,0,0,0,1,0.16666667,-0.2255606,0.55889391
133,1390476,Arthur,Gajarsa,2006,U.S. Court of Appeals for the Federal Circuit,0,1,0,0,0,1,0.11111111,-1.0586842,1.28090641
134,1390476,Arthur,Gajarsa,2011,U.S. Court of Appeals for the Federal Circuit,0,1,0,0,0,1,0,0,0
135,1386721,Arthur,Randolph,1994,U.S. Court of Appeals for the District of Columbia Circuit,1,1,0,0,0,1,0.55555556,0.33166129,0.77944982
136,1386721,Arthur,Randolph,1998,U.S. Court of Appeals for the District of Columbia Circuit,1,1,0,0,0,1,0.36666667,0.13098214,0.6023512
137,1386721,Arthur,Randolph,2001,U.S. Court of Appeals for the District of Columbia Circuit,1,1,0,0,0,1,0.64814815,0.53925172,0.75704458
138,1386721,Arthur,Randolph,2005,U.S. Court of Appeals for the District of Columbia Circuit,1,1,0,0,0,1,0.73333333,0.62364799,0.84301867
139,1386721,Arthur,Randolph,2009,U.S. Court of Appeals for the District of Columbia Circuit,1,1,0,0,0,1,0.41666667,0.10659346,0.72673988
140,1386721,Arthur,Randolph,2013,U.S. Court of Appeals for the District of Columbia Circuit,1,1,0,0,0,1,0.36111111,0.16219905,0.56002317
141,1386721,Arthur,Randolph,2016,U.S. Court of Appeals for the District of Columbia Circuit,1,1,0,0,0,1,0.73333333,0.64630105,0.82036561
142,1386721,Arthur,Randolph,2019,U.S. Court of Appeals for the District of Columbia Circuit,1,1,0,0,0,1,0.41666667,0.10659346,0.72673988
143,1386721,Arthur,Randolph,2022,U.S. Court of Appeals for the District of Columbia Circuit,1,1,0,0,0,1,0.40740741,0.15908534,0.65572947
144,1388571,Atsushi,Tashima,1998,U.S. Court of Appeals for the Ninth Circuit,0,1,1,0,0,0,0,0,0
145,1388571,Atsushi,Tashima,2001,U.S. Court of Appeals for the Ninth Circuit,0,1,1,0,0,0,-0.4761905,-0.7151081,-0.2372729
146,1388571,Atsushi,Tashima,2005,U.S. Court of Appeals for the Ninth Circuit,0,1,1,0,0,0,-0.5666667,-0.7257452,-0.4075881
147,1388571,Atsushi,Tashima,2009,U.S. Court of Appeals for the Ninth Circuit,0,1,1,0,0,0,-0.2777778,-0.4047547,-0.1508008
148,1388571,Atsushi,Tashima,2014,U.S. Court of Appeals for the Ninth Circuit,0,1,1,0,0,0,0.66666667,NA,NA
149,1388571,Atsushi,Tashima,2018,U.S. Court of Appeals for the Ninth Circuit,0,1,1,0,0,0,-0.1458333,-0.3291538,0.03748709
150,1388571,Atsushi,Tashima,2020,U.S. Court of Appeals for the Ninth Circuit,0,1,1,0,0,0,-0.2,-0.3866751,-0.0133249
151,1377086,Bailey,Aldrich,1990,U.S. Court of Appeals for the First Circuit,1,1,0,0,0,1,0.33333333,NA,NA
152,1377086,Bailey,Aldrich,1992,U.S. Court of Appeals for the First Circuit,1,1,0,0,0,1,1,NA,NA
153,1377086,Bailey,Aldrich,1993,U.S. Court of Appeals for the First Circuit,1,1,0,0,0,1,0.22222222,-0.1022206,0.54666506
154,1377086,Bailey,Aldrich,1996,U.S. Court of Appeals for the First Circuit,1,1,0,0,0,1,0.5,-0.1793575,1.17935751
155,1377086,Bailey,Aldrich,1997,U.S. Court of Appeals for the First Circuit,1,1,0,0,0,1,0.83333333,-0.2189586,1.88562525
156,1378376,Bailey,Brown,1990,U.S. Court of Appeals for the Sixth Circuit,0,1,0,0,0,1,0.66666667,NA,NA
157,1392991,Barbara,Keenan,2016,U.S. Court of Appeals for the Fourth Circuit,0,0,0,0,0,1,0.03333333,-0.4216827,0.48834933
158,1392991,Barbara,Keenan,2021,U.S. Court of Appeals for the Fourth Circuit,0,0,0,0,0,1,-0.3333333,-0.5370125,-0.1296541
159,1392991,Barbara,Keenan,2024,U.S. Court of Appeals for the Fourth Circuit,0,0,0,0,0,1,0.06666667,-0.0754565,0.20878979
160,7395471,Barbara,Lagoa,2024,U.S. Court of Appeals for the Eleventh Circuit,1,0,0,0,1,0,0.5,0.27057665,0.72942335
161,1386076,Barrington,Parker,2004,U.S. Court of Appeals for the Second Circuit,1,1,0,1,0,0,0,-0.2386945,0.23869447
162,1386076,Barrington,Parker,2007,U.S. Court of Appeals for the Second Circuit,1,1,0,1,0,0,-0.0555556,-0.4948678,0.38375671
163,1386076,Barrington,Parker,2012,U.S. Court of Appeals for the Second Circuit,1,1,0,1,0,0,0,-0.1734278,0.17342775
164,1386076,Barrington,Parker,2015,U.S. Court of Appeals for the Second Circuit,1,1,0,1,0,0,0.33333333,0.12661786,0.54004881
165,1386076,Barrington,Parker,2019,U.S. Court of Appeals for the Second Circuit,1,1,0,1,0,0,-0.0972222,-0.3283463,0.13390184
166,1386076,Barrington,Parker,2021,U.S. Court of Appeals for the Second Circuit,1,1,0,1,0,0,0.16666667,-0.1691747,0.50250806
167,1390596,Barry,Silverman,2001,U.S. Court of Appeals for the Ninth Circuit,0,1,0,0,0,1,-0.5333333,-0.6684388,-0.3982278
168,1390596,Barry,Silverman,2005,U.S. Court of Appeals for the Ninth Circuit,0,1,0,0,0,1,-0.0888889,-0.2829053,0.10512755
169,1390596,Barry,Silverman,2009,U.S. Court of Appeals for the Ninth Circuit,0,1,0,0,0,1,-0.3518519,-0.5292487,-0.174455
170,1390596,Barry,Silverman,2014,U.S. Court of Appeals for the Ninth Circuit,0,1,0,0,0,1,0.33333333,-0.1195717,0.78623834
171,1380106,Bernice,Donald,2013,U.S. Court of Appeals for the Sixth Circuit,0,0,0,1,0,0,0.22222222,-0.0609841,0.50542855
172,1380106,Bernice,Donald,2017,U.S. Court of Appeals for the Sixth Circuit,0,0,0,1,0,0,-0.1333333,-0.4175796,0.1509129
173,1380106,Bernice,Donald,2020,U.S. Court of Appeals for the Sixth Circuit,0,0,0,1,0,0,-0.047619,-0.1401514,0.04491335
174,1380106,Bernice,Donald,2023,U.S. Court of Appeals for the Sixth Circuit,0,0,0,1,0,0,0,0,0
175,1380791,Betty,Fletcher,1990,U.S. Court of Appeals for the Ninth Circuit,0,0,0,0,0,1,-0.6666667,-0.6666667,-0.6666667
176,1380791,Betty,Fletcher,1994,U.S. Court of Appeals for the Ninth Circuit,0,0,0,0,0,1,-0.4666667,-0.6407312,-0.2926021
177,1380791,Betty,Fletcher,1998,U.S. Court of Appeals for the Ninth Circuit,0,0,0,0,0,1,-0.5802469,-0.797434,-0.3630599
178,1380791,Betty,Fletcher,2001,U.S. Court of Appeals for the Ninth Circuit,0,0,0,0,0,1,-0.8333333,-1.0021158,-0.6645509
179,1380791,Betty,Fletcher,2005,U.S. Court of Appeals for the Ninth Circuit,0,0,0,0,0,1,-0.6666667,-0.8127666,-0.5205668
180,1380791,Betty,Fletcher,2009,U.S. Court of Appeals for the Ninth Circuit,0,0,0,0,0,1,-0.1111111,-0.260922,0.03869981
181,1391216,Beverly,Martin,2012,U.S. Court of Appeals for the Eleventh Circuit,0,0,0,0,0,1,0.16666667,0.01035496,0.32297838
182,1391216,Beverly,Martin,2015,U.S. Court of Appeals for the Eleventh Circuit,0,0,0,0,0,1,-0.2777778,-0.4580463,-0.0975092
183,1391216,Beverly,Martin,2017,U.S. Court of Appeals for the Eleventh Circuit,0,0,0,0,0,1,-0.1388889,-0.4187567,0.14097894
184,1391216,Beverly,Martin,2020,U.S. Court of Appeals for the Eleventh Circuit,0,0,0,0,0,1,-0.1527778,-0.3433081,0.03775256
185,1377376,Bobby,Baldock,1990,U.S. Court of Appeals for the Tenth Circuit,1,1,0,0,0,1,0.44444444,-0.2044412,1.09333013
186,1377376,Bobby,Baldock,1998,U.S. Court of Appeals for the Tenth Circuit,1,1,0,0,0,1,0.71666667,0.61549919,0.81783415
187,1377376,Bobby,Baldock,2001,U.S. Court of Appeals for the Tenth Circuit,1,1,0,0,0,1,0.46875,0.19539289,0.74210711
188,1377376,Bobby,Baldock,2005,U.S. Court of Appeals for the Tenth Circuit,1,1,0,0,0,1,0.59259259,0.5014833,0.68370188
189,1377376,Bobby,Baldock,2009,U.S. Court of Appeals for the Tenth Circuit,1,1,0,0,0,1,0.28571429,0.02399315,0.54743542
190,1377376,Bobby,Baldock,2013,U.S. Court of Appeals for the Tenth Circuit,1,1,0,0,0,1,0.36111111,0.12659725,0.59562497
191,1377376,Bobby,Baldock,2015,U.S. Court of Appeals for the Tenth Circuit,1,1,0,0,0,1,0.59259259,0.42041222,0.76477297
192,1377376,Bobby,Baldock,2019,U.S. Court of Appeals for the Tenth Circuit,1,1,0,0,0,1,0.59259259,0.42041222,0.76477297
193,1377376,Bobby,Baldock,2021,U.S. Court of Appeals for the Tenth Circuit,1,1,0,0,0,1,0.37037037,0.15257751,0.58816323
194,1377376,Bobby,Baldock,2024,U.S. Court of Appeals for the Tenth Circuit,1,1,0,0,0,1,0.44444444,-0.2570835,1.14597239
195,1392471,Bobby,Shepherd,2012,U.S. Court of Appeals for the Eighth Circuit,1,1,0,0,0,1,0.14666667,-0.1318366,0.42516996
196,1392471,Bobby,Shepherd,2016,U.S. Court of Appeals for the Eighth Circuit,1,1,0,0,0,1,0.48958333,0.2500744,0.72909226
197,1392471,Bobby,Shepherd,2019,U.S. Court of Appeals for the Eighth Circuit,1,1,0,0,0,1,0.07638889,-0.030613,0.18339082
198,1384376,Boyce,Martin,1995,U.S. Court of Appeals for the Sixth Circuit,0,1,0,0,0,1,-0.1111111,-0.2527143,0.03049205
199,1384376,Boyce,Martin,1999,U.S. Court of Appeals for the Sixth Circuit,0,1,0,0,0,1,-0.2222222,-0.3935395,-0.0509049
